timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
232309821,40.26680913840072,116.23588824850762,82.47895,-0.0,-0.032791518,0.010715347,-0.04304238,0.63561845,0.85949874,1.3888824,0.0,2,0,0,0
232513742,40.266809123213044,116.23588823360056,82.48182,-0.0,-0.030397093,0.012452038,-0.034540385,0.63548803,0.8598416,1.3887005,0.0,2,0,0,0
232714498,40.26680911415134,116.23588820014191,82.477486,-0.0,-0.028444694,0.015418217,-0.029967666,0.6352693,0.86014783,1.3889694,0.0,2,0,0,0
232919258,40.26680909215935,116.23588814456292,82.47554,-0.0,-0.028074624,0.0052568614,-0.028316604,0.635267,0.8608825,1.3889372,0.0,2,0,0,0
233123274,40.266809059097525,116.23588806750712,82.4768,-0.0,-0.03212494,-0.005307914,-0.038830828,0.6361471,0.86114717,1.3890482,0.0,2,0,0,0
233324924,40.266809026917365,116.23588797376833,82.48142,-0.0,-0.029993558,-0.004066613,-0.04423831,0.6358694,0.86129606,1.3891847,0.0,2,0,0,0
233528941,40.266809010852896,116.23588787217,82.4865,-0.0,-0.025662,-0.0020285833,-0.038192645,0.6362047,0.86193323,1.3892311,0.0,2,0,0,0
233732935,40.26680899459035,116.23588778328127,82.48965,-0.0,-0.022774197,0.007537933,-0.041732095,0.63573456,0.86202043,1.3894053,0.0,2,0,0,0
233933704,40.266808976252136,116.23588770574214,82.49451,-0.0,-0.015348627,-0.008050775,-0.03394089,0.63610435,0.86245394,1.3896911,0.0,2,0,0,0
234137647,40.26680894661598,116.23588768132888,82.50067,-0.0,-0.021383507,-0.01083202,-0.039138213,0.63520247,0.86225855,1.389606,0.0,2,0,0,0
234341872,40.26680891540907,116.23588769311398,82.50292,-0.0,-0.020827001,-0.01016428,-0.04626656,0.63576543,0.86253893,1.3899128,0.0,2,0,0,0
234545719,40.266808900527735,116.23588770864765,82.50503,-0.0,-0.014317692,-0.009637739,-0.0367895,0.6359452,0.8623931,1.3898784,0.0,2,0,0,0
234747295,40.266808881429114,116.23588771815388,82.509796,-0.0,-0.026768314,-0.024007946,-0.020591676,0.63678324,0.86222047,1.3900894,0.0,2,0,0,0
234951251,40.2668088563238,116.23588772422343,82.50417,-0.0,-0.020095902,-0.024482025,-0.021535488,0.637078,0.86245024,1.3901752,0.0,2,0,0,0
235151337,40.26680884536639,116.23588772178437,82.50287,-0.0,-0.023816524,0.012139107,-0.058971707,0.64349645,0.8621994,1.390372,0.0,2,0,0,0
235356888,40.26680882505286,116.23588767861153,82.50062,-0.0,0.028189972,0.010287473,-0.0591382,0.6643537,0.86203337,1.3905708,0.0,2,0,0,0
235560926,40.26680883312395,116.23588775292477,82.572365,-0.0,0.0100520095,0.15740041,-0.79431957,0.69033575,0.86221576,1.3906014,0.0,2,0,0,0
235761724,40.26680881143792,116.23588840172825,82.876396,-0.0,-0.008564792,0.3894673,-1.6251951,0.697427,0.86201835,1.3907549,0.0,2,0,0,0
235966489,40.26680890146088,116.23588945352219,83.28691,-0.0,0.04162851,0.52172166,-1.5711322,0.71087396,0.85344714,1.3907303,0.0,2,0,0,0
236166544,40.26680911350271,116.23589078842646,83.611465,-0.0,0.08890375,0.6255231,-1.4438195,0.7134308,0.8533549,1.3908603,0.0,2,0,0,0
236372158,40.266809456376684,116.23589240352423,83.88908,-0.0,0.15351759,0.7223656,-1.4079031,0.7146026,0.853481,1.3908241,0.0,2,0,0,0
236572221,40.26680986326383,116.235894180863,84.14869,-0.0,0.19899905,0.80437833,-1.4004182,0.7139721,0.8532125,1.3909035,0.0,2,0,0,0
236772359,40.26681035540199,116.235896130171,84.39531,-0.0,0.24475725,0.88500476,-1.393837,0.7100513,0.85301614,1.3910024,0.0,2,0,0,0
236973720,40.266810964472775,116.23589825845356,84.64451,-0.0,0.27989322,0.94227326,-1.4272447,0.7046576,0.85282445,1.390814,0.0,2,0,0,0
237173747,40.26681164290845,116.23590050084469,84.9013,-0.0,0.32442218,1.0120981,-1.4370581,0.6996818,0.85269344,1.3909072,0.0,2,0,0,0
237377686,40.2668124062901,116.23590287816647,85.167114,-0.0,0.36175475,1.0611413,-1.4317656,0.6976855,0.8524931,1.390973,0.0,2,0,0,0
237579318,40.26681324909318,116.23590533525862,85.43079,-0.0,0.39668024,1.104115,-1.424679,0.6934707,0.85230595,1.3910297,0.0,2,0,0,0
237783297,40.26681415599458,116.2359078961073,85.695656,-0.0,0.42093703,1.141795,-1.3838471,0.6869416,0.85245293,1.3911942,0.0,2,0,0,0
237983312,40.26681507041169,116.23591045715838,85.94273,-0.0,0.44334382,1.1843377,-1.3581557,0.68143624,0.85226405,1.3912047,0.0,2,0,0,0
238188880,40.26681607565721,116.23591325727875,86.20003,-0.0,0.4844723,1.2326736,-1.3848416,0.67897785,0.8520684,1.3912135,0.0,2,0,0,0
238388929,40.266817127221096,116.2359161018647,86.4655,-0.0,0.51427203,1.2716708,-1.3727427,0.67421937,0.85198224,1.3912388,0.0,2,0,0,0
238588938,40.26681818515305,116.23591892501605,86.72909,-0.0,0.5072813,1.1934488,-1.4073671,0.67231864,0.851834,1.3909609,0.0,2,0,0,0
238794470,40.266819180297496,116.23592139847422,87.00502,-0.0,0.4202811,0.952037,-1.3999575,0.67000306,0.8520477,1.3910887,0.0,2,0,0,0
238994539,40.26681995947447,116.23592316411019,87.25567,-0.0,0.32675615,0.71533227,-1.3152634,0.6678763,0.85190934,1.3910911,0.0,2,0,0,0
239200131,40.26682057286443,116.23592451599605,87.50988,-0.0,0.26463762,0.5468638,-1.3070374,0.6654938,0.852065,1.3909333,0.0,2,0,0,0
239404121,40.26682107009096,116.2359256012522,87.76057,-0.0,0.21697362,0.4481799,-1.2863637,0.66140485,0.8518775,1.3909163,0.0,2,0,0,0
239604213,40.26682147979876,116.23592652811418,88.00708,-0.0,0.19039926,0.38045067,-1.1989465,0.6558997,0.8517756,1.3906636,0.0,2,0,0,0
239809652,40.26682180359487,116.2359272813181,88.22196,-0.0,0.17207545,0.33053213,-0.9358148,0.65105295,0.8519715,1.3907839,0.0,2,0,0,0
240009718,40.26682202892744,116.23592786143718,88.3875,-0.0,0.15198219,0.28693402,-0.8021395,0.6457627,0.85193676,1.3908159,0.0,2,0,0,0
240213671,40.266822201132335,116.23592836885588,88.55659,-0.0,0.14014788,0.26793352,-0.80223054,0.64707696,0.85182637,1.3908339,0.0,2,0,0,0
240418507,40.26682235667289,116.2359288820744,88.72901,-0.0,0.1354858,0.24996509,-0.7957858,0.6485408,0.85202384,1.3906949,0.0,2,0,0,0
240618507,40.26682251233241,116.23592943042915,88.89529,-0.0,0.13152632,0.24895026,-0.78185517,0.65015334,0.8519803,1.3904715,0.0,2,0,0,0
240818469,40.2668226836152,116.23593008298997,89.06239,-0.0,0.1331076,0.25674573,-0.76576805,0.6492487,0.8519075,1.390509,0.0,2,0,0,0
241022486,40.26682288526874,116.23593082464465,89.22565,-0.0,0.12111493,0.25922644,-0.737613,0.64953077,0.85185057,1.3905524,0.0,2,0,0,0
241224137,40.26682305785724,116.23593157401561,89.38644,-0.0,0.12165558,0.26095167,-0.7301394,0.6483084,0.85181123,1.3903391,0.0,2,0,0,0
241424114,40.26682324306081,116.23593235615675,89.54374,-0.0,0.12817645,0.26474795,-0.7361209,0.6465746,0.85181713,1.3904094,0.0,2,0,0,0
241628024,40.26682340343831,116.23593318249918,89.702835,-0.0,0.12148876,0.26821655,-0.72693866,0.6452439,0.8520684,1.3905574,0.0,2,0,0,0
241829640,40.26682351034184,116.23593393151037,89.85236,-0.0,0.12463959,0.25947723,-0.65792257,0.64385515,0.85210425,1.3906206,0.0,2,0,0,0
242029745,40.26682360114075,116.23593454877187,89.98181,-0.0,0.12165097,0.253746,-0.62415123,0.64370877,0.85206395,1.3906626,0.0,2,0,0,0
242234538,40.26682372493706,116.23593515944115,90.12055,-0.0,0.13054387,0.24679583,-0.658648,0.64160156,0.852031,1.3904486,0.0,2,0,0,0
242438517,40.266823878416965,116.23593579001091,90.26015,-0.0,0.13751794,0.25157818,-0.6412733,0.6414258,0.85233575,1.3906021,0.0,2,0,0,0
242638506,40.266824014991315,116.23593640891914,90.394714,-0.0,0.1269148,0.25216058,-0.6400018,0.64134336,0.8523019,1.3906285,0.0,2,0,0,0
242842566,40.26682414753252,116.23593703869085,90.528885,-0.0,0.13039748,0.24767472,-0.59464234,0.6430573,0.85228103,1.3906608,0.0,2,0,0,0
243043332,40.26682429606583,116.2359377119726,90.70598,-0.0,0.13509576,0.28218317,-1.371513,0.6514407,0.852267,1.3904365,0.0,2,0,0,0
243243309,40.26682452832268,116.23593854845362,91.07192,-0.0,0.16613337,0.31772467,-1.9114248,0.6720049,0.85235375,1.3904926,0.0,2,0,0,0
243447372,40.26682478580542,116.23593942965303,91.43922,-0.0,0.15329552,0.28058952,-1.5449448,0.68208003,0.8527785,1.3906436,0.0,2,0,0,0
243651300,40.26682500816173,116.23594017234188,91.69974,-0.0,0.14110905,0.24513347,-1.1757663,0.6479399,0.8528361,1.3904321,0.0,2,0,0,0
243852949,40.26682521346569,116.23594083358007,91.910736,-0.0,0.13680866,0.24255522,-0.9498222,0.5448637,0.8531444,1.3903323,0.0,2,0,0,0
244056837,40.26682545487173,116.23594152299701,92.07106,-0.0,0.16665629,0.2557834,-0.67611057,0.41545624,0.8530448,1.3903599,0.0,2,0,0,0
244260889,40.26682574985689,116.23594216574553,92.1943,-0.0,0.19900545,0.22991872,-0.5154989,0.27002996,0.85331285,1.3905168,0.0,2,0,0,0
244462635,40.26682607313311,116.23594271308899,92.29234,-0.0,0.21289232,0.1922137,-0.41332844,0.120404325,0.8532429,1.3903157,0.0,2,0,0,0
244666551,40.266826421208634,116.23594319728618,92.365265,-0.0,0.22401792,0.16751872,-0.28776217,-0.03756205,0.8532257,1.3903925,0.0,2,0,0,0
244870451,40.266826828195846,116.2359435406912,92.424065,-0.0,0.2299802,0.15022962,-0.20320933,-0.2016662,0.85345775,1.3905451,0.0,2,0,0,0
245072256,40.266827299922554,116.23594377143785,92.4723,-0.0,0.25685576,0.12123192,-0.1591381,-0.36551425,0.853459,1.3906126,0.0,2,0,0,0
245276055,40.26682783089002,116.23594391138782,92.506584,-0.0,0.29600427,0.07442053,-0.109163545,-0.53110427,0.8534313,1.390898,0.0,2,0,0,0
245477629,40.26682840786036,116.2359439296874,92.52916,-0.0,0.31728634,0.039091602,-0.065121435,-0.69556457,0.8534277,1.3909059,0.0,2,0,0,0
245681734,40.26682902552996,116.23594383567693,92.54657,-0.0,0.32154077,0.013453334,-0.051246863,-0.86238664,0.8538247,1.3907658,0.0,2,0,0,0
245885677,40.26682965647836,116.23594363915768,92.55771,-0.0,0.32688564,-0.029308373,-0.026586698,-1.0279852,0.8538602,1.3910263,0.0,2,0,0,0
246087284,40.26683026929164,116.23594334543489,92.55816,-0.0,0.3181282,-0.07038629,-0.0168623,-1.192491,0.8539406,1.3909996,0.0,2,0,0,0
246291257,40.26683086489605,116.23594293885122,92.56427,-0.0,0.31601575,-0.086068965,0.020072058,-1.3472044,0.85443497,1.3910841,0.0,2,0,0,0
246491341,40.266831421266865,116.23594244987832,92.55822,-0.0,0.30195498,-0.118297294,0.07851886,-1.448823,0.85454005,1.3910476,0.0,2,0,0,0
246697031,40.26683196960796,116.23594183737777,92.55657,-0.0,0.29310736,-0.14281076,-0.012399492,-1.5080934,0.85505587,1.3911328,0.0,2,0,0,0
246900964,40.266832494582154,116.23594115044588,92.560036,-0.0,0.27209872,-0.17170355,-0.038365256,-1.5356288,0.855207,1.3910637,0.0,2,0,0,0
247101016,40.26683296372276,116.2359403775729,92.56028,-0.0,0.25187266,-0.19905624,-0.038802534,-1.5468214,0.85545254,1.3910336,0.0,2,0,0,0
247306440,40.26683338710085,116.23593951507205,92.5371,-0.0,0.22596358,-0.19863889,0.05242889,-1.5499175,0.856133,1.390849,0.0,2,0,0,0
247506549,40.26683379803429,116.23593863830202,92.5095,-0.0,0.22374076,-0.20069866,-0.010035724,-1.5518286,0.8562954,1.390807,0.0,2,0,0,0
247706497,40.26683421462188,116.2359377198147,92.49443,-0.0,0.224307,-0.21056731,-0.020684097,-1.552597,0.8565765,1.3908017,0.0,2,0,0,0
247912258,40.266834640873185,116.2359367564798,92.47635,-0.0,0.21841642,-0.21288417,-0.043274056,-1.5586917,0.85727996,1.3906608,0.0,2,0,0,0
248112315,40.26683503830924,116.23593581483804,92.46928,-0.0,0.21176644,-0.21986087,-0.048517358,-1.5670753,0.8575141,1.3906701,0.0,2,0,0,0
248313696,40.26683543263413,116.23593485645989,92.467064,-0.0,0.21183334,-0.22842161,-0.047655415,-1.5797163,0.8576973,1.3906766,0.0,2,0,0,0
248517725,40.26683583210717,116.23593384710271,92.472176,-0.0,0.20743622,-0.24186751,-0.058956172,-1.5975981,0.8579318,1.3907063,0.0,2,0,0,0
248717760,40.26683620386922,116.23593279191442,92.473595,-0.0,0.20894417,-0.2527553,-0.03871226,-1.615742,0.85810405,1.3909743,0.0,2,0,0,0
248919290,40.26683657217924,116.23593167543436,92.47595,-0.0,0.20590366,-0.2510006,-0.020156981,-1.6356113,0.8585915,1.3913181,0.0,2,0,0,0
249123263,40.26683693930781,116.23593056841835,92.4783,-0.0,0.19521938,-0.25709254,-0.040595986,-1.6556908,0.85854083,1.391226,0.0,2,0,0,0
249323331,40.266837272565205,116.23592949833134,92.48106,-0.0,0.20242909,-0.24687879,-0.0393418,-1.6727197,0.8585044,1.3911811,0.0,2,0,0,0
249528949,40.266837605541724,116.23592841839245,92.47913,-0.0,0.19131297,-0.2575709,-0.011079426,-1.6917044,0.8588243,1.3909843,0.0,2,0,0,0
249728869,40.26683791531635,116.2359273699199,92.46877,-0.0,0.1840641,-0.2578962,-0.0011523894,-1.7130122,0.8588088,1.390989,0.0,2,0,0,0
249928922,40.2668382057186,116.23592630883043,92.455154,-0.0,0.17625073,-0.26435378,-0.033479016,-1.7360679,0.85871464,1.3909769,0.0,2,0,0,0
250130536,40.26683847950581,116.23592525387797,92.44692,-0.0,0.17590505,-0.25474957,-0.035911966,-1.7577523,0.8586028,1.3909417,0.0,2,0,0,0
250330512,40.26683873618697,116.2359242224508,92.446945,-0.0,0.16033974,-0.2701544,-0.028073557,-1.7781217,0.8585483,1.3909384,0.0,2,0,0,0
250530500,40.26683898910083,116.2359232245132,92.44755,-0.0,0.1555867,-0.272703,-0.03582973,-1.799044,0.8583669,1.3911933,0.0,2,0,0,0
250732300,40.26683923800726,116.23592222246174,92.454124,-0.0,0.16867325,-0.28369483,0.0023206105,-1.7221648,0.85818046,1.3914216,0.0,2,0,0,0
250936075,40.26683952115362,116.23592120803507,92.453125,-0.0,0.18219699,-0.27097842,-0.030764293,-1.6073095,0.85804546,1.3913704,0.0,2,0,0,0
251136138,40.266839859046506,116.23592025502381,92.44338,-0.0,0.20268455,-0.25079218,0.040667236,-1.4772495,0.85783815,1.3913051,0.0,2,0,0,0
251341701,40.26684024171781,116.23591931108331,92.43734,-0.0,0.22640532,-0.2391402,-0.03638682,-1.332132,0.85804707,1.3913549,0.0,2,0,0,0
251541856,40.266840661903124,116.23591841857704,92.449104,-0.0,0.24990857,-0.23147668,-0.079791375,-1.1802503,0.857812,1.3912702,0.0,2,0,0,0
251743402,40.26684113345149,116.23591758300145,92.44999,-0.0,0.27689222,-0.21229155,0.031030368,-1.0230092,0.85757,1.3914675,0.0,2,0,0,0
251947278,40.2668416889969,116.23591678023548,92.43543,-0.0,0.29989225,-0.17418534,0.03549631,-0.8628517,0.85754806,1.3914535,0.0,2,0,0,0
252147334,40.26684230432546,116.2359160549132,92.434845,-0.0,0.34005043,-0.15898551,0.003276992,-0.702837,0.8572798,1.3913774,0.0,2,0,0,0
252348099,40.26684295873536,116.23591541867918,92.435455,-0.0,0.36437213,-0.12527463,0.022807099,-0.540392,0.8569753,1.3910412,0.0,2,0,0,0
252552295,40.26684368501067,116.2359148986275,92.431335,-0.0,0.384747,-0.07989268,0.049487337,-0.3760626,0.8568573,1.3910675,0.0,2,0,0,0
252752142,40.266844421693584,116.23591453360919,92.41862,-0.0,0.39514166,-0.030643677,0.04071145,-0.21475941,0.85654914,1.3910413,0.0,2,0,0,0
252952313,40.26684515020291,116.23591431514926,92.41151,-0.0,0.39925492,0.019966848,0.014107182,-0.05403931,0.8562372,1.3912717,0.0,2,0,0,0
253153685,40.26684585212258,116.23591419443794,92.40705,-0.0,0.39393437,0.062430713,0.002135307,0.10782878,0.8558867,1.3914785,0.0,2,0,0,0
253357644,40.266846559357525,116.23591417770791,92.413124,-0.0,0.37277055,0.10658542,0.0031446612,0.27300495,0.8558144,1.39174,0.0,2,0,0,0
253557763,40.26684719942906,116.23591429251395,92.41178,-0.0,0.34882152,0.15295015,-0.005708613,0.42843872,0.8555163,1.3916166,0.0,2,0,0,0
253759309,40.26684778910873,116.2359145079573,92.42024,-0.0,0.3143568,0.19442369,-0.076739036,0.53723025,0.8552325,1.3917767,0.0,2,0,0,0
253959322,40.26684832357649,116.23591478525434,92.43813,-0.0,0.27909675,0.21395598,-0.10254326,0.59572697,0.8550616,1.3916532,0.0,2,0,0,0
254159335,40.266848802454994,116.23591510791597,92.45127,-0.0,0.24995284,0.23529436,-0.047651246,0.6176685,0.85488594,1.3915304,0.0,2,0,0,0
254361057,40.26684926421892,116.23591542680654,92.46283,-0.0,0.2240058,0.24528301,-0.01826422,0.61547935,0.8548133,1.3914567,0.0,2,0,0,0
254560876,40.266849716604305,116.23591575586373,92.46303,-0.0,0.20563415,0.24063821,0.009614817,0.6024533,0.8547649,1.3911046,0.0,2,0,0,0
254762528,40.266850179080045,116.23591611289169,92.45616,-0.0,0.20332634,0.23917304,0.020969087,0.5870913,0.85476476,1.3910552,0.0,2,0,0,0
254966462,40.26685065054407,116.23591646107937,92.447876,-0.0,0.20404413,0.23678899,0.054651834,0.5750127,0.8550634,1.3913512,0.0,2,0,0,0
255170529,40.26685115760952,116.23591686390473,92.43697,-0.0,0.19953248,0.22843136,0.031034373,0.56573474,0.85521626,1.391023,0.0,2,0,0,0
255372315,40.26685165527072,116.23591727986968,92.43007,-0.0,0.21665685,0.23229145,0.009885505,0.56051046,0.8481707,1.390876,0.0,2,0,0,0
255576115,40.266852176007234,116.23591773312901,92.424095,-0.0,0.21754728,0.2345919,0.014519032,0.5584418,0.8482368,1.3913327,0.0,2,0,0,0
255780054,40.26685274644084,116.23591823124723,92.422554,-0.0,0.20722392,0.2288424,-0.00096069195,0.55921245,0.8487005,1.3913425,0.0,2,0,0,0
255981648,40.266853322191906,116.23591872211004,92.42217,-0.0,0.22932246,0.23162372,0.017589709,0.5590968,0.84889144,1.3912419,0.0,2,0,0,0
256185783,40.26685389344028,116.2359192234317,92.4196,-0.0,0.22908255,0.23235746,0.020820323,0.5606978,0.8491347,1.3911673,0.0,2,0,0,0
256389727,40.2668544885616,116.23591972718683,92.42592,-0.0,0.21832177,0.22624095,0.008028526,0.56224227,0.8496153,1.391739,0.0,2,0,0,0
256591348,40.26685507379838,116.235920237197,92.42689,-0.0,0.22445863,0.22816269,0.021180578,0.5632306,0.84976107,1.3915932,0.0,2,0,0,0
256795268,40.26685567005608,116.2359207708281,92.43048,-0.0,0.22330122,0.23846398,0.015293511,0.5649957,0.84998864,1.3914826,0.0,2,0,0,0
256995352,40.266856241197196,116.23592130093543,92.4268,-0.0,0.22278722,0.23845658,0.04592382,0.5652482,0.8500677,1.3910944,0.0,2,0,0,0
257200998,40.26685686069744,116.23592190700839,92.42038,-0.0,0.2275222,0.24708131,0.03626536,0.5658049,0.8505013,1.3911401,0.0,2,0,0,0
257400891,40.26685747143236,116.23592254245712,92.40708,-0.0,0.23109013,0.25062293,0.014083053,0.56667,0.85053563,1.3913467,0.0,2,0,0,0
257606530,40.26685810271679,116.23592320860232,92.40011,-0.0,0.23516487,0.25950545,0.012243155,0.5665762,0.8508424,1.3910934,0.0,2,0,0,0
257810457,40.26685870331415,116.23592387424169,92.38422,-0.0,0.23746587,0.25782427,0.012970256,0.5647167,0.8506992,1.391275,0.0,2,0,0,0
258010501,40.266859288958166,116.23592457140366,92.37948,-0.0,0.23974648,0.27002826,-0.0003255105,0.5657469,0.85066277,1.3911928,0.0,2,0,0,0
258212317,40.26685987834158,116.23592528810076,92.38428,-0.0,0.2312857,0.27077496,-5.4999924e-05,0.56495696,0.85092425,1.3912098,0.0,2,0,0,0
258412267,40.26686044394635,116.23592601733046,92.381165,-0.0,0.22944841,0.27280232,0.009476664,0.5629187,0.85078716,1.3910898,0.0,2,0,0,0
258612307,40.26686101429822,116.2359267999558,92.3755,-0.0,0.22155999,0.2736241,0.009810278,0.5628145,0.8507108,1.3912846,0.0,2,0,0,0
258813673,40.26686160258805,116.23592761745894,92.37259,-0.0,0.2403292,0.28226677,0.0053278264,0.5600692,0.8506258,1.3911883,0.0,2,0,0,0
259017814,40.26686218430815,116.23592845672272,92.37259,-0.0,0.23498617,0.2862109,0.002726039,0.55799687,0.8505907,1.3911233,0.0,2,0,0,0
259217653,40.26686274864778,116.23592930141542,92.37152,-0.0,0.23266998,0.28814805,-0.0048924475,0.5558733,0.85046995,1.3913152,0.0,2,0,0,0
259423348,40.266863326697056,116.23593018523462,92.36538,-0.0,0.2346874,0.2870549,0.0002855982,0.5534097,0.85064936,1.3913269,0.0,2,0,0,0
259623248,40.266863888575166,116.23593105369434,92.36744,-0.0,0.24013384,0.2904504,0.0007505392,0.55235845,0.85058266,1.3912603,0.0,2,0,0,0
259823315,40.2668644417909,116.23593192499779,92.36398,-0.0,0.23090902,0.29076296,0.013006236,0.55086285,0.8504201,1.3909163,0.0,2,0,0,0
260028949,40.266865018875286,116.23593282465418,92.367256,-0.0,0.23414902,0.29325724,0.0056520617,0.5497868,0.85034007,1.3911557,0.0,2,0,0,0
260228855,40.266865598446884,116.2359337278175,92.36809,-0.0,0.2504016,0.3018038,-0.0007099891,0.5489592,0.8502538,1.3911003,0.0,2,0,0,0
260433692,40.26686619361928,116.23593465097117,92.37061,-0.0,0.23862523,0.30313134,-6.465241e-05,0.54807425,0.85047007,1.3911465,0.0,2,0,0,0
260637662,40.26686677176286,116.23593554271467,92.36908,-0.0,0.23667718,0.30093303,-0.006642727,0.5460556,0.85053396,1.3911421,0.0,2,0,0,0
260841722,40.26686734514642,116.2359364155862,92.36964,-0.0,0.24278075,0.2950845,-0.004799526,0.54398435,0.85047126,1.3913499,0.0,2,0,0,0
261041710,40.266867919314755,116.23593727573405,92.37105,-0.0,0.24123743,0.29466882,-0.0070167556,0.5422046,0.85039294,1.3912612,0.0,2,0,0,0
261246514,40.26686849890349,116.23593815166288,92.37395,-0.0,0.23383804,0.29077697,0.004991297,0.54071176,0.85057825,1.3915519,0.0,2,0,0,0
261450540,40.26686907466278,116.23593900921433,92.379814,-0.0,0.2371533,0.28371906,0.000539409,0.53952587,0.85054857,1.3914514,0.0,2,0,0,0
261650534,40.26686963295157,116.23593980751407,92.39791,-0.0,0.24243964,0.28652483,0.028302567,0.539978,0.8504983,1.3913537,0.0,2,0,0,0
261854490,40.26687019228671,116.2359406010874,92.40514,-0.0,0.24333988,0.283142,0.060902875,0.5368655,0.8507521,1.3911054,0.0,2,0,0,0
262056118,40.26687074409587,116.2359413971504,92.39504,-0.0,0.2387882,0.28682393,0.028746743,0.53472954,0.8506916,1.3910476,0.0,2,0,0,0
262256143,40.26687129441697,116.23594221254622,92.38151,-0.0,0.24357791,0.28900242,0.014809113,0.5323638,0.85069233,1.3910139,0.0,2,0,0,0
262460078,40.266871844656585,116.23594302923465,92.3658,-0.0,0.2460062,0.29157406,0.011248985,0.5318903,0.85064566,1.3909625,0.0,2,0,0,0
262661705,40.26687237948836,116.23594381369799,92.35052,-0.0,0.23658878,0.28705856,-0.00429156,0.53045034,0.85058844,1.3911898,0.0,2,0,0,0
262865674,40.2668729196805,116.2359446075917,92.34196,-0.0,0.23724648,0.28305522,-0.025589978,0.52790016,0.8509343,1.3912507,0.0,2,0,0,0
263066494,40.266873430523546,116.23594537008078,92.335396,-0.0,0.23718946,0.28144372,-0.0008215075,0.52689266,0.8509319,1.391451,0.0,2,0,0,0
263270525,40.266873933947835,116.2359461234655,92.323456,-0.0,0.2394582,0.28183126,-0.00046263123,0.5261505,0.8509385,1.3913621,0.0,2,0,0,0
263470465,40.26687443551529,116.23594684999782,92.31865,-0.0,0.24044111,0.28427663,0.0018888125,0.52434033,0.85091895,1.391273,0.0,2,0,0,0
263674542,40.26687494520477,116.2359476080359,92.32399,-0.0,0.24522993,0.2859672,-0.029884174,0.5224165,0.8511848,1.3910325,0.0,2,0,0,0
263876184,40.26687542464031,116.2359483376255,92.32848,-0.0,0.24395287,0.28538832,-0.028528973,0.52199835,0.85115844,1.3912486,0.0,2,0,0,0
